"id","subdistrict_id","postcode"
"2866","1741","98157"
"2867","1742","98171"
"2868","1743","98152"
"2869","1744","98171"
"2870","1745","98154"
"2871","1746","98153"
"2872","1746","98157"
"2873","1747","98172"
"2875","1748","99611"
"2877","1748","99612"
"2878","1748","99613"
"2876","1748","99614"
"2879","1748","99615"
"2874","1748","99616"
"2880","1749","99655"
"2881","1750","99652"
"2882","1751","99654"
"2883","1752","99652"
"2884","1753","99652"
"2885","1754","99656"
"2886","1755","99656"
"2887","1756","99651"
"2888","1757","99656"
"2889","1758","99651"
"2890","1759","99656"
"2891","1760","99655"
"2892","1761","99654"
"2893","1762","99656"
"2894","1763","99616"
"2895","1764","99654"
"2896","1765","99655"
"2897","1766","99654"
"2898","1767","99655"
"2901","1768","98811"
"2904","1768","98812"
"2899","1768","98813"
"2900","1768","98814"
"2903","1768","98815"
"2906","1768","98816"
"2905","1768","98817"
"2902","1768","98818"
"2907","1769","98862"
"2908","1770","98854"
"2909","1771","98861"
"2910","1772","98852"
"2911","1773","98863"
"2912","1774","98861"
"2913","1775","98854"
"2914","1776","98857"
"2915","1777","98852"
"2916","1778","98853"
"2917","1779","98856"
"2918","1780","98253"
"2919","1781","98252"
"2920","1782","98255"
"2921","1783","98254"
"2924","1784","98211"
"2925","1784","98212"
"2926","1784","98213"
"2922","1784","98214"
"2923","1784","98215"
"2927","1785","98255"
"2928","1786","98215"
"2929","1787","98252"
"2930","1788","98252"
"2932","1789","98253"
"2931","1789","98254"
"2933","1790","98253"
"2934","1791","98252"
"2935","1792","98252"
"2936","1793","98253"
"2937","1794","99511"
"2938","1795","99554"
"2939","1796","99552"
"2940","1797","99555"
"2941","1798","99563"
"2942","1799","99587"
"2943","1800","99586"
"2944","1801","99557"
"2945","1802","99556"
"2946","1803","99566"
"2947","1804","99565"
"2948","1805","99558"
"2949","1806","99564"
"2950","1807","99567"
"2951","1808","99511"
"2952","1809","99554"
"2953","1810","99566"
"2954","1811","99511"
"2955","1812","99557"
"2956","1813","99557"
"2957","1814","99511"
"2958","1815","99557"
"2959","1816","99557"
"2960","1817","99566"
"2961","1818","99566"
"2962","1819","99511"
"2963","1820","99557"
"2964","1821","99552"
"2965","1822","99511"
"2966","1823","99557"
"2967","1824","99554"
"2968","1825","99511"
"2969","1826","99554"
"2970","1827","99552"
"2971","1828","99511"
"2972","1829","99511"
"2973","1830","99554"
"2974","1831","99566"
"2975","1832","99557"
"2976","1833","99557"
"2977","1834","99511"
"2978","1835","99552"
"2979","1836","99552"
"2980","1837","99511"
"2981","1838","99554"
"2982","1839","99511"
"2983","1840","99511"
"2984","1841","99552"
"2985","1842","99511"
"2986","1843","99777"
"2987","1844","99779"
"2988","1845","99776"
"2989","1846","99782"
"2990","1847","99773"
"2991","1848","99778"
"2992","1849","99766"
"2993","1850","99776"
"2994","1851","99776"
"2995","1852","99773"
"2996","1853","99777"
"2997","1853","99779"
"2999","1854","99777"
"2998","1854","99778"
"3000","1855","99766"
"3001","1856","99773"
"3002","1857","99778"
"3003","1858","99773"
"3004","1859","99776"
"3005","1860","99778"
"3006","1861","99778"
"3007","1862","99663"
"3008","1863","99661"
"3009","1864","99661"
"3011","1864","99663"
"3010","1864","99665"
"3012","1865","99663"
"3013","1866","99662"
"3014","1867","99664"
"3015","1868","99664"
"3016","1869","99663"
"3017","1870","99665"
"3018","1871","99663"
"3019","1872","99662"
"3020","1873","99662"
"3021","1874","99665"
"3022","1875","99661"
"3023","1876","99664"
"3024","1877","99665"
"3025","1878","99661"
"3026","1879","99664"
"3027","1880","99664"
"3028","1881","99662"
"3029","1882","99467"
"3030","1883","99468"
"3031","1884","99465"
"3032","1885","99469"
"3033","1886","99466"
"3034","1887","99468"
"3035","1888","99466"
"3036","1889","99874"
"3037","1890","99875"
"3038","1891","99853"
"3039","1892","99881"
"3040","1893","99872"
"3041","1894","99871"
"3042","1895","99853"
"3043","1896","99875"
"3044","1897","99872"
"3045","1898","99871"
"3046","1899","99875"
"3047","1900","99853"
"3048","1901","99875"
"3049","1902","99853"
"3050","1903","99853"
"3051","1904","98783"
"3052","1905","98766"
"3053","1906","98784"
"3054","1907","98782"
"3055","1908","98769"
"3056","1909","98767"
"3057","1910","98763"
"3058","1911","98711"
"3062","1911","98712"
"3059","1911","98713"
"3063","1911","98714"
"3066","1911","98715"
"3060","1911","98716"
"3061","1911","98719"
"3065","1911","98722"
"3064","1911","98724"
"3067","1912","98764"
"3068","1913","98781"
"3069","1914","98766"
"3070","1915","98715"
"3071","1915","98717"
"3073","1915","98718"
"3076","1915","98719"
"3072","1915","98721"
"3074","1915","98722"
"3075","1915","98723"
"3079","1916","98715"
"3077","1916","98725"
"3078","1916","98726"
"3080","1917","98782"
"3081","1918","98763"
"3082","1919","99573"
"3083","1920","99576"
"3084","1921","99577"
"3085","1922","99575"
"3086","1923","99574"
"3087","1924","99572"
"3088","1925","99572"
"3089","1926","99577"
"3090","1927","99574"
"3091","1928","99573"
"3092","1929","99573"
"3093","1930","99576"
"3094","1931","99577"
"3095","1932","99572"
"3096","1933","99573"
"3097","1934","99575"
"3098","1935","99576"
"3099","1936","99576"
"3100","1937","99576"
"3101","1938","99573"
"3102","1939","99572"
"3103","1940","99573"
"3104","1941","99574"
"3105","1942","99574"
"3106","1943","99574"
"3107","1944","99574"
"3108","1945","99574"
"3109","1946","99573"
"3110","1947","99577"
"3111","1948","99573"
"3112","1949","99575"
"3113","1950","99572"
"3114","1951","99576"
"3115","1952","99575"
"3116","1953","98911"
"3117","1954","98971"
"3118","1955","98917"
"3119","1956","98972"
"3120","1957","98916"
"3121","1958","98973"
"3122","1959","98973"
"3123","1960","98976"
"3124","1961","98972"
"3125","1962","98915"
"3126","1963","98918"
"3127","1964","98973"
"3128","1965","98912"
"3129","1966","98914"
"3130","1967","98971"
"3131","1968","98913"
"3132","1969","98917"
"3133","1970","98913"
"3134","1971","98915"
"3135","1972","98911"
"3136","1973","98911"
"3137","1974","98911"
"3138","1975","98912"
"3139","1976","98917"
"3140","1977","98918"
"3141","1978","98918"
"3142","1979","98911"
"3143","1980","98915"
"3144","1981","98911"
"3145","1982","98915"
"3146","1983","98916"
"3147","1984","98912"
"3148","1985","98911"
"3149","1986","98916"
"3150","1987","99373"
"3151","1988","99355"
"3152","1989","99374"
"3153","1990","99371"
"3154","1991","99372"
"3155","1992","99374"
"3156","1993","99355"
"3157","1994","99371"
"3158","1995","99373"
"3159","1996","99373"
"3160","1997","98161"
"3161","1998","98161"
"3162","1999","98162"
"3163","2000","98161"
"3164","2001","98162"
"3165","2002","99562"
"3166","2003","99561"
"3167","2004","99568"
"3168","2004","99569"
"3169","2005","99569"
"3170","2006","99562"
"3171","2007","99561"
"3172","2008","99561"
"3173","2009","99569"
"3175","2010","99568"
"3174","2010","99569"
"3176","2011","99569"
"3177","2012","99562"
"3178","2013","99568"
"3179","2014","99562"
"3180","2015","99569"
"3181","2016","99561"
"3182","2017","99562"
"3183","2018","99562"
"3184","2019","99562"
"3185","2020","99568"
"3186","2021","99562"
"3187","2022","99562"
"3188","2023","99568"
"3189","2024","99569"
"3190","2025","99569"
"3191","2026","99561"
"3192","2027","99569"
"3193","2028","99569"
"3194","2029","99569"
"3195","2030","99569"
"3196","2031","99568"
"3197","2032","99562"
"3198","2033","99562"
"3199","2034","99562"
"3200","2035","99568"
"3201","2036","99562"
"3202","2037","99568"
"3203","2038","99561"
"3204","2039","99569"
"3205","2040","99562"
"3206","2041","99562"
"3207","2042","99561"
"3208","2043","99569"
"3209","2044","99568"
"3210","2045","99562"
"3211","2046","99562"
"3212","2047","99569"
"3213","2048","98263"
"3214","2049","98261"
"3215","2050","98261"
"3216","2051","98263"
"3217","2052","98263"
"3218","2053","98261"
"3219","2054","98263"
"3220","2055","98262"
"3221","2056","98263"
"3222","2057","98261"
"3223","2058","98263"
"3224","2059","99571"
"3225","2060","99582"
"3226","2061","99571"
"3227","2062","99578"
"3228","2063","99571"
"3229","2064","99578"
"3230","2065","99571"
"3231","2066","99582"
"3232","2067","99582"
"3233","2068","99582"
"3234","2069","99582"
"3235","2070","99578"
"3236","2071","99571"
"3237","2072","99578"
"3238","2073","99578"
"3239","2074","99571"
"3240","2075","99578"
"3241","2076","99582"
"3242","2077","99578"
"3243","2078","99578"
"3244","2079","99578"
"3245","2080","99578"
"3246","2081","99571"
"3247","2082","99571"
"3248","2083","99582"
"3249","2084","99582"
"3250","2085","99571"
"3251","2086","99582"
"3252","2087","99571"
"3253","2088","99582"
"3254","2089","99582"
"3255","2090","99571"
"3256","2091","99578"
"3257","2092","99571"
"3258","2093","99571"
"3259","2094","99571"
"3260","2095","99578"
"3261","2096","99578"
"3262","2097","99578"
"3263","2098","99571"
"3264","2099","99582"
"3265","2100","99571"
"3266","2101","99582"
"3267","2102","99582"
"3268","2103","99571"
"3269","2104","99582"
"3270","2105","99571"
"3271","2106","99571"
"3272","2107","99578"
"3273","2108","99571"
"3274","2109","99571"
"3275","2109","99582"
"3276","2110","99376"
"3277","2111","99375"
"3278","2112","99377"
"3279","2113","99376"
"3280","2114","99377"
"3281","2115","98262"
"3282","2116","98262"
"3283","2117","98262"
"3284","2118","99583"
"3285","2119","99584"
"3286","2120","99585"
"3287","2121","99556"
"3289","2122","99563"
"3288","2122","99567"
"3290","2123","99567"
"3291","2124","99563"
"3292","2125","99553"
"3293","2126","99557"
"3294","2127","99558"
"3295","2128","99553"
"3296","2129","99565"
"3297","2130","99564"
"3298","2131","99564"
"3299","2132","99564"
"3300","2133","99565"
"3301","2134","99564"
"3302","2135","99564"
"3303","2136","99564"
"3304","2137","99565"
"3305","2138","99564"
"3306","2139","99564"
"3307","2140","99564"
"3308","2141","99564"
"3309","2142","99565"
"3310","2143","99564"
"3311","2144","99565"
"3312","2145","99571"
"3313","2146","99565"
"3314","2147","99564"
"3315","2148","99564"
"3316","2149","99565"
"3317","2150","99564"
"3318","2151","99564"
"3319","2152","99564"
"3320","2153","99565"
"3321","2154","99565"
"3322","2155","99565"
"3323","2156","99564"
"3324","2157","99571"
"3325","2158","99564"
"3326","2159","99563"
"3327","2160","99563"
"3328","2161","99567"
"3329","2162","99567"
"3330","2163","99567"
"3331","2164","99563"
"3332","2165","99567"
"3333","2166","99555"
"3334","2167","99563"
"3335","2168","99567"
"3336","2169","99556"
"3337","2170","99555"
"3338","2171","99556"
"3339","2172","99567"
"3340","2173","99555"
"3341","2174","99555"
"3342","2175","99567"
"3343","2176","99563"
"3344","2177","99567"
"3345","2178","99563"
"3346","2179","99556"
"3347","2180","99567"
"3348","2181","99563"
"3349","2182","99563"
"3350","2183","99563"
"3351","2184","99563"
"3352","2185","99563"
"3353","2186","99567"
"3354","2187","99563"
"3355","2188","99556"
"3356","2189","99563"
"3357","2190","98853"
"3358","2191","98853"
"3359","2192","98856"
"3360","2193","98818"
"3361","2194","98861"
"3362","2195","98853"
"3363","2195","98856"
"3364","2196","98861"
"3365","2197","98862"
"3366","2198","98863"
"3367","2199","98857"
"3368","2200","98862"
"3369","2201","98854"
"3370","2202","98854"
"3371","2203","98768"
"3372","2203","98769"
"3373","2204","98768"
"3374","2205","98784"
"3375","2206","98783"
"3376","2207","98769"
"3378","2208","98724"
"3377","2208","98781"
"3379","2209","98727"
"3381","2210","98727"
"3380","2210","98764"
"3385","2211","16451"
"3382","2211","16452"
"3383","2211","16453"
"3384","2211","16454"
"3389","2212","16511"
"3387","2212","16516"
"3388","2212","16518"
"3386","2212","16519"
"3390","2213","16421"
"3391","2213","16422"
"3392","2213","16423"
"3394","2213","16424"
"3393","2213","16425"
"3395","2213","16426"
"3396","2214","16512"
"3397","2214","16515"
"3398","2215","16431"
"3399","2215","16432"
"3400","2215","16433"
"3403","2215","16434"
"3402","2215","16435"
"3401","2215","16436"
"3407","2216","16411"
"3408","2216","16412"
"3406","2216","16416"
"3404","2216","16417"
"3405","2216","16418"
"3410","2217","16413"
"3409","2217","16414"
"3411","2217","16415"
"3414","2218","16451"
"3417","2218","16454"
"3416","2218","16455"
"3415","2218","16456"
"3418","2218","16457"
"3412","2218","16458"
"3413","2218","16459"
"3419","2219","16436"
"3420","2219","16437"
"3421","2219","16438"
"3422","2219","16439"
"3423","2220","16516"
"3424","2220","16517"
"3425","2220","16518"
"3427","2221","16512"
"3428","2221","16513"
"3426","2221","16514"
"3430","2222","80112"
"3429","2222","80113"
"3431","2222","80114"
"3432","2222","80117"
"3433","2222","80119"
"3436","2223","80221"
"3435","2223","80222"
"3441","2223","80223"
"3442","2223","80224"
"3434","2223","80225"
"3437","2223","80226"
"3439","2223","80227"
"3438","2223","80228"
"3440","2223","80229"
"3443","2224","80232"
"3444","2224","80234"
"3447","2224","80235"
"3448","2224","80236"
"3445","2224","80237"
"3446","2224","80238"
"3449","2224","80239"
"3452","2225","80111"
"3453","2225","80115"
"3456","2225","80116"
"3454","2225","80118"
"3450","2225","80231"
"3451","2225","80233"
"3455","2225","80239"
"3457","2226","80852"
"3458","2227","80861"
"3459","2228","80853"
"3460","2229","80871"
"3461","2230","80863"
"3462","2231","80862"
"3463","2232","80864"
"3464","2233","80811"
"3465","2233","80813"
"3469","2234","80611"
"3467","2234","80612"
"3468","2234","80613"
"3466","2234","80614"
"3470","2235","80652"
"3471","2236","80661"
"3472","2237","80671"
"3475","2238","80511"
"3476","2238","80512"
"3474","2238","80513"
"3473","2238","80515"
"3477","2239","80581"
"3478","2240","80572"
"3479","2241","80582"
"3480","2242","80552"
"3481","2243","80561"
"3482","2244","80571"
"3483","2245","82212"
"3485","2245","82213"
"3486","2245","82214"
"3487","2245","82215"
"3484","2245","82218"
"3488","2246","82252"
"3489","2247","82261"
"3490","2248","82262"
"3493","2249","82211"
"3492","2249","82216"
"3491","2249","82218"
"3494","2250","80761"
"3498","2251","80711"
"3496","2251","80712"
"3497","2251","80713"
"3495","2251","80716"
"3499","2252","80771"
"3500","2253","80752"
"3501","2254","81152"
"3502","2255","81154"
"3503","2256","81155"
"3504","2257","81172"
"3505","2258","81171"
"3506","2259","81153"
"3507","2260","81161"
"3508","2261","81173"
"3516","2262","81111"
"3510","2262","81112"
"3511","2262","81113"
"3515","2262","81114"
"3514","2262","81115"
"3513","2262","81116"
"3512","2262","81117"
"3517","2262","81118"
"3509","2262","81119"
"3520","2263","82111"
"3518","2263","82112"
"3522","2263","82113"
"3521","2263","82114"
"3519","2263","82115"
"3523","2264","82191"
"3524","2265","82121"
"3525","2265","82123"
"3526","2266","82161"
"3527","2267","82181"
"3528","2268","82163"
"3529","2269","82152"
"3530","2270","82162"
"3531","2271","82162"
"3532","2272","82162"
"3533","2273","80351"
"3534","2274","80352"
"3535","2275","80361"
"3536","2276","80353"
"3537","2277","80361"
"3538","2278","80361"
"3540","2279","96135"
"3542","2279","96137"
"3539","2279","96138"
"3541","2279","96139"
"3545","2280","96131"
"3547","2280","96132"
"3544","2280","96133"
"3546","2280","96134"
"3543","2280","96136"
"3548","2281","96111"
"3549","2281","96115"
"3552","2282","96112"
"3553","2282","96113"
"3550","2282","96114"
"3551","2282","96119"
"3554","2283","96121"
"3556","2283","96122"
"3555","2283","96123"
"3558","2284","96112"
"3557","2284","96118"
"3559","2284","96119"
"3562","2285","96111"
"3560","2285","96116"
"3561","2285","96117"
"3565","2286","96127"
"3563","2286","96128"
"3564","2286","96129"
"3567","2287","96121"
"3566","2287","96124"
"3569","2287","96125"
"3568","2287","96126"
"3575","2288","96211"
"3570","2288","96212"
"3573","2288","96213"
"3572","2288","96214"
"3571","2288","96218"
"3574","2288","96219"
"3576","2289","96253"
"3577","2290","96271"
"3578","2291","96254"
"3579","2292","96251"
"3580","2293","96525"
"3581","2294","96264"
"3583","2295","96214"
"3582","2295","96271"
"3584","2296","96215"
"3585","2296","96216"
"3586","2296","96217"
"3587","2297","96127"
"3588","2298","96127"
"3589","2299","96181"
"3590","2300","96214"
"3591","2301","96524"
"3592","2302","96214"
"3593","2303","96272"
"3594","2304","96264"
"3595","2305","96272"
"3596","2306","96271"
"3597","2307","96271"
"3598","2308","96181"
"3599","2308","96213"
"3600","2309","96123"
"3601","2309","96181"
"3603","2310","96137"
"3602","2310","96181"
"3604","2311","96263"
"3605","2312","96264"
"3606","2313","96263"
"3607","2314","96265"
"3608","2315","96261"
"3609","2316","96262"
"3610","2317","96261"
"3611","2318","96584"
"3612","2319","96585"
"3613","2320","96583"
"3614","2321","96582"
"3615","2322","96585"
"3616","2323","96585"
"3617","2324","96583"
"3618","2325","96582"
"3619","2326","96582"
"3620","2327","96582"
"3621","2328","96582"
"3622","2329","96585"
"3623","2330","96583"
"3624","2330","96585"
"3625","2331","96584"
"3626","2332","96584"
"3627","2333","96584"
"3628","2334","96584"
"3629","2335","96583"
"3630","2336","96252"
"3631","2337","96524"
"3632","2338","96253"
"3633","2339","96525"
"3634","2340","96252"
"3635","2341","96252"
"3636","2342","96254"
"3637","2343","96266"
"3638","2343","96466"
"3639","2344","96468"
"3640","2345","96265"
"3641","2346","96266"
"3642","2347","96467"
"3643","2348","96469"
"3644","2349","96469"
"3645","2350","96266"
"3646","2351","96265"
"3647","2352","96266"
"3649","2353","96266"
"3648","2353","96467"
"3650","2354","96468"
"3651","2355","96467"
"3653","2356","68132"
"3652","2356","68172"
"3654","2357","68191"
"3655","2358","68161"
"3656","2359","68154"
"3657","2360","68165"
"3658","2361","68192"
"3659","2362","68171"
"3661","2363","68113"
"3660","2363","68193"
"3662","2364","68167"
"3663","2365","68196"
"3665","2366","68118"
"3664","2366","68182"
"3666","2367","68174"
"3667","2368","68181"
"3668","2369","68153"
"3669","2370","68164"
"3670","2371","68152"
"3671","2372","68184"
"3672","2373","68151"
"3673","2374","68194"
"3674","2375","68156"
"3675","2376","68195"
"3676","2377","68155"
"3677","2378","68173"
"3678","2379","68166"
"3679","2380","68162"
"3680","2381","68175"
"3681","2382","68168"
"3682","2383","68131"
"3687","2383","68132"
"3683","2383","68133"
"3686","2383","68135"
"3685","2383","68136"
"3684","2383","68137"
"3693","2384","68111"
"3689","2384","68112"
"3690","2384","68113"
"3692","2384","68114"
"3694","2384","68116"
"3691","2384","68117"
"3688","2384","68118"
"3695","2385","68157"
"3700","2386","68121"
"3698","2386","68122"
"3697","2386","68124"
"3696","2386","68125"
"3699","2386","68126"
"3703","2387","68411"
"3702","2387","68412"
"3706","2387","68413"
"3709","2387","68414"
"3707","2387","68415"
"3708","2387","68416"
"3704","2387","68417"
"3705","2387","68418"
"3701","2387","68419"
"3710","2388","68487"
"3711","2389","68482"
"3712","2390","68486"
"3713","2391","68465"
"3714","2392","68466"
"3715","2393","68461"
"3716","2394","68467"
"3717","2395","68472"
"3718","2396","68488"
"3719","2397","68483"
"3720","2398","68462"
"3721","2399","68464"
"3722","2400","68463"
"3723","2401","68471"
"3724","2402","68484"
"3725","2403","68453"
"3726","2404","68431"
"3727","2404","68432"
"3731","2405","68422"
"3729","2405","68423"
"3728","2405","68424"
"3730","2405","68425"
"3733","2406","68421"
"3732","2406","68455"
"3734","2407","68454"
"3735","2408","68468"
"3736","2409","68488"
"3737","2410","68485"
"3740","2411","68211"
"3739","2411","68212"
"3743","2411","68213"
"3738","2411","68214"
"3744","2411","68215"
"3746","2411","68216"
"3741","2411","68217"
"3745","2411","68218"
"3742","2411","68219"
"3748","2412","68261"
"3747","2412","68286"
"3749","2413","68251"
"3750","2414","68261"
"3751","2415","68284"
"3752","2416","68262"
"3753","2417","68253"
"3754","2418","68285"
"3755","2419","68271"
"3756","2420","68288"
"3757","2421","68287"
"3758","2422","68263"
"3759","2423","68283"
"3760","2424","68291"
"3761","2425","68281"
"3762","2426","68272"
"3763","2427","68282"
"3764","2428","68252"
"3765","2429","68251"
"3766","2430","68287"
"3767","2431","68291"
"3768","2432","68261"
"3769","2432","68263"
"3770","2432","68271"
"3771","2433","68284"
"3772","2433","68285"
"3774","2434","55241"
"3775","2434","55242"
"3773","2434","55243"
"3776","2434","55244"
"3777","2435","55231"
"3779","2435","55232"
"3778","2435","55233"
"3780","2436","55211"
"3782","2436","55212"
"3781","2436","55213"
"3784","2437","55271"
"3783","2437","55272"
"3786","2438","55221"
"3787","2438","55222"
"3789","2438","55223"
"3788","2438","55224"
"3785","2438","55225"
"3791","2439","55121"
"3790","2439","55122"
"3794","2440","55171"
"3792","2440","55172"
"3793","2440","55173"
"3796","2441","55131"
"3795","2441","55132"
"3797","2441","55133"
"3800","2442","55141"
"3798","2442","55142"
"3799","2442","55143"
"3803","2443","55151"
"3802","2443","55152"
"3801","2443","55153"
"3804","2444","55261"
"3805","2444","55262"
"3806","2445","55111"
"3807","2445","55112"
"3810","2446","55161"
"3812","2446","55162"
"3808","2446","55163"
"3814","2446","55164"
"3809","2446","55165"
"3811","2446","55166"
"3813","2446","55167"
"3816","2447","55251"
"3817","2447","55252"
"3815","2447","55253"
"3818","2448","55711"
"3820","2448","55712"
"3819","2448","55713"
"3822","2448","55714"
"3821","2448","55715"
"3823","2449","55764"
"3824","2450","55783"
"3825","2451","55782"
"3826","2452","55781"
"3827","2453","55772"
"3828","2454","55751"
"3829","2455","55761"
"3830","2456","55792"
"3831","2457","55791"
"3832","2458","55771"
"3833","2459","55763"
"3834","2460","55752"
"3835","2461","55762"
"3842","2462","55191"
"3838","2462","55192"
"3841","2462","55193"
"3843","2462","55194"
"3839","2462","55195"
"3840","2462","55196"
"3837","2462","55197"
"3836","2462","55198"
"3847","2463","55181"
"3845","2463","55182"
"3846","2463","55183"
"3844","2463","55184"
"3849","2464","55185"
"3850","2464","55186"
"3848","2464","55188"
"3854","2465","55511"
"3852","2465","55512"
"3853","2465","55513"
"3855","2465","55514"
"3851","2465","55515"
"3856","2466","55573"
"3857","2467","55583"
"3858","2468","55264"
"3859","2469","55571"
"3860","2470","55562"
"3861","2471","55563"
"3862","2472","55581"
"3863","2473","55584"
"3864","2474","55582"
"3865","2475","55572"
"3866","2476","55561"
"3867","2477","55552"
"3868","2478","55551"
"3869","2479","55281"
"3871","2479","55282"
"3870","2479","55283"
"3876","2480","55291"
"3874","2480","55293"
"3872","2480","55294"
"3873","2480","55295"
"3875","2480","55592"
"3878","2481","55284"
"3877","2481","55285"
"3881","2481","55286"
"3880","2481","55287"
"3879","2481","55288"
"3882","2482","55651"
"3883","2483","55661"
"3884","2484","55674"
"3885","2485","55672"
"3886","2486","55653"
"3887","2487","55663"
"3888","2488","55671"
"3889","2489","55655"
"3890","2490","55652"
"3891","2491","55673"
"3892","2492","55664"
"3893","2493","55654"
"3894","2494","55811"
"3896","2494","55813"
"3895","2494","55851"
"3897","2495","55891"
"3898","2496","55853"
"3899","2497","55852"
"3900","2498","55871"
"3901","2499","55872"
"3902","2500","55862"
"3903","2501","55861"
"3904","2502","55892"
"3905","2503","55883"
"3906","2504","55854"
"3907","2505","55893"
"3908","2506","55881"
"3909","2507","55863"
"3910","2508","55883"
"3911","2509","55872"
"3912","2510","55871"
"3913","2511","55881"
"3915","2512","93121"
"3914","2512","93125"
"3917","2512","93126"
"3916","2512","93127"
"3918","2512","93128"
"3919","2512","93129"
"3920","2513","93234"
"3922","2513","93235"
"3921","2513","93236"
"3924","2513","93237"
"3923","2513","93238"
"3925","2514","93116"
"3928","2515","93121"
"3930","2515","93122"
"3926","2515","93123"
"3929","2515","93124"
"3927","2515","93127"
"3932","2516","93111"
"3931","2516","93112"
"3933","2516","93113"
"3934","2517","93231"
"3936","2517","93232"
"3935","2517","93233"
"3938","2518","93117"
"3937","2518","93118"
"3939","2519","93231"
"3941","2520","93114"
"3940","2520","93115"
"3943","2521","93117"
"3942","2521","93118"
"3944","2522","93758"
"3947","2523","93721"
"3945","2523","93724"
"3946","2523","93725"
"3950","2524","93711"
"3948","2524","93716"
"3949","2524","93719"
"3953","2525","93721"
"3952","2525","93725"
"3954","2525","93726"
"3951","2525","93727"
"3955","2526","93757"
"3958","2527","93711"
"3960","2527","93712"
"3961","2527","93713"
"3956","2527","93714"
"3959","2527","93715"
"3957","2527","93717"
"3962","2528","93721"
"3963","2528","93722"
"3964","2529","93758"
"3966","2530","93511"
"3969","2530","93515"
"3965","2530","93517"
"3967","2530","93518"
"3968","2530","93519"
"3970","2531","93573"
"3971","2532","93571"
"3972","2533","93562"
"3973","2534","93572"
"3974","2535","93563"
"3975","2536","93552"
"3976","2537","93561"
"3977","2538","93561"
"3978","2539","93573"
"3979","2540","93512"
"3980","2540","93514"
"3981","2541","93915"
"3982","2542","93563"
"3983","2543","93575"
"3984","2544","93563"
"3985","2545","93563"
"3986","2546","93552"
"3987","2547","93673"
"3989","2548","93618"
"3988","2548","93659"
"3990","2549","93664"
"3991","2550","93661"
"3992","2551","93672"
"3993","2552","93652"
"3994","2553","93658"
"3995","2554","93654"
"3996","2555","93663"
"3997","2556","93657"
"3998","2557","93662"
"4000","2558","93671"
"3999","2558","93674"
"4001","2559","93614"
"4002","2560","93611"
"4004","2560","93612"
"4005","2560","93613"
"4006","2560","93615"
"4003","2560","93616"
"4007","2561","93658"
"4008","2562","93672"
"4009","2563","93672"
"4010","2564","93655"
"4011","2565","93654"
"4012","2566","93664"
"4013","2567","93674"
"4014","2568","93674"
"4015","2569","93653"
"4016","2570","93652"
"4017","2571","93673"
"4018","2572","93656"
"4019","2573","93663"
"4020","2574","93653"
"4021","2575","93655"
"4022","2576","93664"
"4023","2577","93653"
"4024","2578","93652"
"4025","2579","93654"
"4026","2580","93674"
"4027","2581","93661"
"4028","2582","93663"
"4029","2583","93674"
"4030","2584","93662"
"4035","2585","93411"
"4032","2585","93412"
"4031","2585","93413"
"4034","2585","93414"
"4036","2585","93415"
"4033","2585","93416"
"4037","2585","93418"
"4038","2586","93452"
"4039","2587","93464"
"4040","2588","93463"
"4041","2589","93461"
"4042","2590","93353"
"4043","2591","93352"
"4044","2592","93351"
"4045","2593","93354"
"4046","2593","93771"
"4047","2594","93461"
"4048","2595","93352"
"4049","2596","93461"
"4050","2597","93464"
"4051","2598","93463"
"4052","2599","93463"
"4055","2600","93417"
"4054","2600","93418"
"4053","2600","93419"
"4056","2601","93452"
"4057","2602","93354"
"4058","2603","93354"
"4059","2604","93461"
"4060","2605","93461"
"4062","2606","93411"
"4061","2606","93464"
"4063","2607","93353"
"4064","2608","93354"
"4065","2609","93351"
"4066","2610","93464"
"4067","2611","93771"
"4068","2612","93781"
"4069","2613","93783"
"4070","2614","93772"
"4071","2615","93772"
"4072","2616","93773"
"4073","2617","93774"
"4074","2618","93781"
"4075","2619","93781"
"4076","2620","93783"
"4077","2621","93781"
"4078","2622","93771"
"4079","2623","93774"
"4080","2624","93771"
"4081","2625","93774"
"4082","2626","93773"
"4083","2627","93772"
"4084","2628","93773"
"4085","2629","93773"
"4086","2630","93774"
"4087","2631","93771"
"4088","2632","93772"
"4089","2633","93754"
"4090","2634","93752"
"4091","2635","93753"
"4092","2636","93761"
"4093","2637","93752"
"4094","2638","93755"
"4095","2639","93763"
"4096","2640","93756"
"4097","2641","93756"
"4098","2642","93762"
"4099","2643","93762"
"4100","2644","93753"
"4101","2645","93752"
"4102","2646","93781"
"4103","2647","93753"
"4104","2648","93762"
"4105","2649","93761"
"4106","2650","93752"
"4107","2651","93756"
"4108","2652","93754"
"4109","2653","93754"
"4111","2654","93911"
"4113","2654","93912"
"4112","2654","93915"
"4110","2654","93916"
"4114","2655","93955"
"4115","2656","93957"
"4116","2657","93958"
"4117","2658","93954"
"4118","2659","93956"
"4119","2660","93913"
"4121","2660","93914"
"4120","2660","93916"
"4122","2661","93956"
"4123","2662","93954"
"4124","2663","93954"
"4125","2664","93955"
"4126","2665","93958"
"4127","2666","93956"
"4128","2667","93957"
"4129","2668","93955"
"4131","2669","93811"
"4133","2669","93813"
"4134","2669","93818"
"4130","2669","93819"
"4132","2669","93884"
"4135","2670","93875"
"4136","2671","93395"
