"id","state","city","subdistrict","jne_code","sicepat_origin_code","sicepat_destination_code","anteraja_code","jet_code","is_active"
"1","Nusa Tenggara Barat (NTB)","Kota Mataram","Mataram","AMI10000",NULL,"LOP10000","52.71.02",NULL,"1"
"2","Nusa Tenggara Barat (NTB)","Kota Mataram","Ampenan","AMI10011",NULL,"LOP10011","52.71.01",NULL,"1"
"3","Nusa Tenggara Barat (NTB)","Kota Mataram","Cakranegara","AMI10012",NULL,"LOP10012","52.71.03",NULL,"1"
"4","Nusa Tenggara Barat (NTB)","Kota Mataram","Selaparang (Selaprang)","AMI10012",NULL,"LOP10013","52.71.05",NULL,"1"
"5","Nusa Tenggara Barat (NTB)","Kota Mataram","Sekarbela","AMI10012",NULL,"LOP10014","52.71.04",NULL,"1"
"6","Nusa Tenggara Barat (NTB)","Kota Mataram","Sandubaya (Sandujaya)","AMI10012",NULL,"LOP10015","52.71.06",NULL,"1"
"7","Nusa Tenggara Barat (NTB)","Kota Bima ","Asakota","AMI20111",NULL,"LOP20111",NULL,NULL,"1"
"8","Nusa Tenggara Barat (NTB)","Kota Bima ","Rasanae Barat","AMI20112",NULL,"LOP20112",NULL,NULL,"1"
"9","Nusa Tenggara Barat (NTB)","Kota Bima ","Rasanae Timur","AMI20113",NULL,"LOP20113",NULL,NULL,"1"
"10","Nusa Tenggara Barat (NTB)","Kota Bima ","Raba","AMI20114",NULL,"LOP20114",NULL,NULL,"1"
"11","Nusa Tenggara Barat (NTB)","Kota Bima ","Mpunda","AMI20115",NULL,"LOP20115",NULL,NULL,"1"
"12","Nusa Tenggara Barat (NTB)","Kab. Dompu ","Dompu","AMI20200",NULL,"LOP20200",NULL,NULL,"1"
"13","Nusa Tenggara Barat (NTB)","Kab. Dompu ","Hu'u","AMI20201",NULL,"LOP20201",NULL,NULL,"1"
"14","Nusa Tenggara Barat (NTB)","Kab. Dompu ","Kempo","AMI20202",NULL,"LOP20202",NULL,NULL,"1"
"15","Nusa Tenggara Barat (NTB)","Kab. Dompu ","Kilo","AMI20203",NULL,"LOP20203",NULL,NULL,"1"
"16","Nusa Tenggara Barat (NTB)","Kab. Dompu ","Pajo","AMI20204",NULL,"LOP20204",NULL,NULL,"1"
"17","Nusa Tenggara Barat (NTB)","Kab. Dompu ","Pekat","AMI20205",NULL,"LOP20205",NULL,NULL,"1"
"18","Nusa Tenggara Barat (NTB)","Kab. Dompu ","Woja","AMI20206",NULL,"LOP20206",NULL,NULL,"1"
"19","Nusa Tenggara Barat (NTB)","Kab. Dompu ","Manggalewa","AMI20207",NULL,"LOP20207",NULL,NULL,"1"
"20","Nusa Tenggara Barat (NTB)","Kab. Lombok Tengah ","Praya","AMI20300",NULL,"LOP20300",NULL,NULL,"1"
"21","Nusa Tenggara Barat (NTB)","Kab. Lombok Tengah ","Batukliang","AMI20301",NULL,"LOP20301",NULL,NULL,"1"
"22","Nusa Tenggara Barat (NTB)","Kab. Lombok Tengah ","Janapria","AMI20302",NULL,"LOP20302",NULL,NULL,"1"
"23","Nusa Tenggara Barat (NTB)","Kab. Lombok Tengah ","Jonggat","AMI20303",NULL,"LOP20303",NULL,NULL,"1"
"24","Nusa Tenggara Barat (NTB)","Kab. Lombok Tengah ","Kopang","AMI20304",NULL,"LOP20304",NULL,NULL,"1"
"25","Nusa Tenggara Barat (NTB)","Kab. Lombok Tengah ","Praya Barat","AMI20305",NULL,"LOP20305",NULL,NULL,"1"
"26","Nusa Tenggara Barat (NTB)","Kab. Lombok Tengah ","Praya Timur","AMI20306",NULL,"LOP20306",NULL,NULL,"1"
"27","Nusa Tenggara Barat (NTB)","Kab. Lombok Tengah ","Pringgarata","AMI20307",NULL,"LOP20307",NULL,NULL,"1"
"28","Nusa Tenggara Barat (NTB)","Kab. Lombok Tengah ","Pujut","AMI20308",NULL,"LOP20308",NULL,NULL,"1"
"29","Nusa Tenggara Barat (NTB)","Kab. Lombok Tengah ","Batukliang Utara","AMI20310",NULL,"LOP20310",NULL,NULL,"1"
"30","Nusa Tenggara Barat (NTB)","Kab. Lombok Tengah ","Praya Barat Daya","AMI20311",NULL,"LOP20311",NULL,NULL,"1"
"31","Nusa Tenggara Barat (NTB)","Kab. Lombok Tengah ","Praya Tengah","AMI20312",NULL,"LOP20312",NULL,NULL,"1"
"32","Nusa Tenggara Barat (NTB)","Kab. Lombok Timur ","Selong","AMI20400",NULL,"LOP20400","52.03.07",NULL,"1"
"33","Nusa Tenggara Barat (NTB)","Kab. Lombok Timur ","Aikmel","AMI20401",NULL,"LOP20401",NULL,NULL,"1"
"34","Nusa Tenggara Barat (NTB)","Kab. Lombok Timur ","Keruak","AMI20402",NULL,"LOP20402",NULL,NULL,"1"
"35","Nusa Tenggara Barat (NTB)","Kab. Lombok Timur ","Masbagik","AMI20403",NULL,"LOP20403","52.03.05",NULL,"1"
"36","Nusa Tenggara Barat (NTB)","Kab. Lombok Timur ","Pringgabaya","AMI20404",NULL,"LOP20404",NULL,NULL,"1"
"37","Nusa Tenggara Barat (NTB)","Kab. Lombok Timur ","Sakra","AMI20405",NULL,"LOP20405","52.03.02",NULL,"1"
"38","Nusa Tenggara Barat (NTB)","Kab. Lombok Timur ","Sambalia (Sambelia)","AMI20406",NULL,"LOP20406",NULL,NULL,"1"
"39","Nusa Tenggara Barat (NTB)","Kab. Lombok Timur ","Sikur","AMI20407",NULL,"LOP20407",NULL,NULL,"1"
"40","Nusa Tenggara Barat (NTB)","Kab. Lombok Timur ","Sukamulia","AMI20408",NULL,"LOP20408","52.03.06",NULL,"1"
"41","Nusa Tenggara Barat (NTB)","Kab. Lombok Timur ","Terara","AMI20409",NULL,"LOP20409","52.03.03",NULL,"1"
"42","Nusa Tenggara Barat (NTB)","Kab. Lombok Timur ","Jerowaru","AMI20411",NULL,"LOP20411",NULL,NULL,"1"
"43","Nusa Tenggara Barat (NTB)","Kab. Lombok Timur ","Montong Gading","AMI20413",NULL,"LOP20413",NULL,NULL,"1"
"44","Nusa Tenggara Barat (NTB)","Kab. Lombok Timur ","Pringgasela","AMI20414",NULL,"LOP20414","52.03.12",NULL,"1"
"45","Nusa Tenggara Barat (NTB)","Kab. Lombok Timur ","Sakra Barat","AMI20415",NULL,"LOP20415",NULL,NULL,"1"
"46","Nusa Tenggara Barat (NTB)","Kab. Lombok Timur ","Sakra Timur","AMI20416",NULL,"LOP20416",NULL,NULL,"1"
"47","Nusa Tenggara Barat (NTB)","Kab. Lombok Timur ","Sembalun","AMI20417",NULL,"LOP20417",NULL,NULL,"1"
"48","Nusa Tenggara Barat (NTB)","Kab. Lombok Timur ","Suela (Suwela)","AMI20418",NULL,"LOP20418",NULL,NULL,"1"
"49","Nusa Tenggara Barat (NTB)","Kab. Lombok Timur ","Suralaga","AMI20419",NULL,"LOP20419",NULL,NULL,"1"
"50","Nusa Tenggara Barat (NTB)","Kab. Lombok Timur ","Wanasaba","AMI20420",NULL,"LOP20420",NULL,NULL,"1"
"51","Nusa Tenggara Barat (NTB)","Kab. Lombok Timur ","Labuhan Haji","AMI20421",NULL,"LOP20421",NULL,NULL,"1"
"52","Nusa Tenggara Barat (NTB)","Kab. Sumbawa ","Alas","AMI20501",NULL,"LOP20501",NULL,NULL,"1"
"53","Nusa Tenggara Barat (NTB)","Kab. Sumbawa ","Batulanteh","AMI20502",NULL,"LOP20502",NULL,NULL,"1"
"54","Nusa Tenggara Barat (NTB)","Kab. Sumbawa ","Empang","AMI20503",NULL,"LOP20503",NULL,NULL,"1"
"55","Nusa Tenggara Barat (NTB)","Kab. Sumbawa ","Lape (Lape Lopok)","AMI20505",NULL,"LOP20505",NULL,NULL,"1"
"56","Nusa Tenggara Barat (NTB)","Kab. Sumbawa ","Lunyuk","AMI20506",NULL,"LOP20506",NULL,NULL,"1"
"57","Nusa Tenggara Barat (NTB)","Kab. Sumbawa ","Moyo Hilir","AMI20507",NULL,"LOP20507",NULL,NULL,"1"
"58","Nusa Tenggara Barat (NTB)","Kab. Sumbawa ","Moyo Hulu","AMI20508",NULL,"LOP20508",NULL,NULL,"1"
"59","Nusa Tenggara Barat (NTB)","Kab. Sumbawa ","Plampang","AMI20509",NULL,"LOP20509",NULL,NULL,"1"
"60","Nusa Tenggara Barat (NTB)","Kab. Sumbawa ","Ropang","AMI20510",NULL,"LOP20510",NULL,NULL,"1"
"61","Nusa Tenggara Barat (NTB)","Kab. Sumbawa ","Rhee","AMI20513",NULL,"LOP20522",NULL,NULL,"1"
"62","Nusa Tenggara Barat (NTB)","Kab. Sumbawa ","Alas Barat","AMI20514",NULL,"LOP20514",NULL,NULL,"1"
"63","Nusa Tenggara Barat (NTB)","Kab. Sumbawa ","Labangka","AMI20515",NULL,"LOP20515",NULL,NULL,"1"
"64","Nusa Tenggara Barat (NTB)","Kab. Sumbawa ","Labuhan Badas","AMI20516",NULL,"LOP20516",NULL,NULL,"1"
"65","Nusa Tenggara Barat (NTB)","Kab. Sumbawa ","Sumbawa","AMI20517",NULL,"LOP20517",NULL,NULL,"1"
"66","Nusa Tenggara Barat (NTB)","Kab. Sumbawa ","Utan","AMI20516",NULL,"LOP20513",NULL,NULL,"1"
"67","Nusa Tenggara Barat (NTB)","Kab. Sumbawa ","Unter Iwes (Unterwiris)","AMI20516",NULL,"LOP20521",NULL,NULL,"1"
"68","Nusa Tenggara Barat (NTB)","Kab. Sumbawa ","Tarano","AMI20516",NULL,"LOP20519",NULL,NULL,"1"
"69","Nusa Tenggara Barat (NTB)","Kab. Sumbawa ","Orong Telu","AMI20516",NULL,"LOP20523",NULL,NULL,"1"
"70","Nusa Tenggara Barat (NTB)","Kab. Sumbawa ","Moyo Utara","AMI20516",NULL,"LOP20524",NULL,NULL,"1"
"71","Nusa Tenggara Barat (NTB)","Kab. Sumbawa ","Maronge","AMI20516",NULL,"LOP20520",NULL,NULL,"1"
"72","Nusa Tenggara Barat (NTB)","Kab. Sumbawa ","Lopok","AMI20516",NULL,"LOP20525",NULL,NULL,"1"
"73","Nusa Tenggara Barat (NTB)","Kab. Sumbawa ","Lenangguar","AMI20516",NULL,"LOP20526",NULL,NULL,"1"
"74","Nusa Tenggara Barat (NTB)","Kab. Sumbawa ","Lantung","AMI20516",NULL,"LOP20527",NULL,NULL,"1"
"75","Nusa Tenggara Barat (NTB)","Kab. Sumbawa ","Buer","AMI20516",NULL,"LOP20518",NULL,NULL,"1"
"76","Nusa Tenggara Barat (NTB)","Kab. Lombok Barat ","Gerung","AMI20800",NULL,"LOP20800",NULL,NULL,"1"
"77","Nusa Tenggara Barat (NTB)","Kab. Lombok Utara ","Bayan","AMI20801",NULL,"LOP20801",NULL,NULL,"1"
"78","Nusa Tenggara Barat (NTB)","Kab. Lombok Utara ","Gangga","AMI20802",NULL,"LOP20802",NULL,NULL,"1"
"79","Nusa Tenggara Barat (NTB)","Kab. Lombok Barat ","Kediri","AMI20803",NULL,"LOP20803","52.01.02",NULL,"1"
"80","Nusa Tenggara Barat (NTB)","Kab. Lombok Barat ","Labuapi","AMI20804",NULL,"LOP20804","52.01.08",NULL,"1"
"81","Nusa Tenggara Barat (NTB)","Kab. Lombok Barat ","Narmada","AMI20805",NULL,"LOP20805",NULL,NULL,"1"
"82","Nusa Tenggara Barat (NTB)","Kab. Lombok Barat ","Sekotong","AMI20806",NULL,"LOP20806",NULL,NULL,"1"
"83","Nusa Tenggara Barat (NTB)","Kab. Lombok Utara ","Tanjung","AMI20807",NULL,"LOP20807",NULL,NULL,"1"
"84","Nusa Tenggara Barat (NTB)","Kab. Lombok Barat ","Batu Layar","AMI20808",NULL,"LOP20808","52.01.14",NULL,"1"
"85","Nusa Tenggara Barat (NTB)","Kab. Lombok Barat ","Gunungsari","AMI20809",NULL,"LOP20809","52.01.09",NULL,"1"
"86","Nusa Tenggara Barat (NTB)","Kab. Lombok Utara ","Kayangan","AMI20810",NULL,"LOP20810",NULL,NULL,"1"
"87","Nusa Tenggara Barat (NTB)","Kab. Lombok Barat ","Kuripan","AMI20811",NULL,"LOP20811",NULL,NULL,"1"
"88","Nusa Tenggara Barat (NTB)","Kab. Lombok Barat ","Lembar","AMI20812",NULL,"LOP20812",NULL,NULL,"1"
"89","Nusa Tenggara Barat (NTB)","Kab. Lombok Barat ","Lingsar","AMI20813",NULL,"LOP20813","52.01.12",NULL,"1"
"90","Nusa Tenggara Barat (NTB)","Kab. Lombok Utara ","Pemenang","AMI20814",NULL,"LOP20814",NULL,NULL,"1"
"91","Nusa Tenggara Barat (NTB)","Kab. Sumbawa Barat ","Taliwang","AMI20900",NULL,"LOP20900",NULL,NULL,"1"
"92","Nusa Tenggara Barat (NTB)","Kab. Sumbawa Barat ","Jereweh","AMI20901",NULL,"LOP20901",NULL,NULL,"1"
"93","Nusa Tenggara Barat (NTB)","Kab. Sumbawa Barat ","Sateluk (Seteluk)","AMI20902",NULL,"LOP20902",NULL,NULL,"1"
"94","Nusa Tenggara Barat (NTB)","Kab. Sumbawa Barat ","Sekongkang","AMI20903",NULL,"LOP20903",NULL,NULL,"1"
"95","Nusa Tenggara Barat (NTB)","Kab. Sumbawa Barat ","Brang Rea","AMI20904",NULL,"LOP20904",NULL,NULL,"1"
"96","Nusa Tenggara Barat (NTB)","Kab. Sumbawa Barat ","Poto Tano","AMI20904",NULL,"LOP20906",NULL,NULL,"1"
"97","Nusa Tenggara Barat (NTB)","Kab. Sumbawa Barat ","Maluk","AMI20904",NULL,"LOP20905",NULL,NULL,"1"
"98","Nusa Tenggara Barat (NTB)","Kab. Sumbawa Barat ","Brang Ene","AMI20904",NULL,"LOP20907",NULL,NULL,"1"
"99","Nusa Tenggara Barat (NTB)","Kab. Bima ","Woha","AMI21100",NULL,"LOP21100",NULL,NULL,"1"
"100","Nusa Tenggara Barat (NTB)","Kab. Bima ","Ambalawi","AMI21101",NULL,"LOP21101",NULL,NULL,"1"
"101","Nusa Tenggara Barat (NTB)","Kab. Bima ","Belo","AMI21102",NULL,"LOP21102",NULL,NULL,"1"
"102","Nusa Tenggara Barat (NTB)","Kab. Bima ","Bolo","AMI21103",NULL,"LOP21103",NULL,NULL,"1"
"103","Nusa Tenggara Barat (NTB)","Kab. Bima ","Donggo","AMI21104",NULL,"LOP21104",NULL,NULL,"1"
"104","Nusa Tenggara Barat (NTB)","Kab. Bima ","Lambu","AMI21105",NULL,"LOP21105",NULL,NULL,"1"
"105","Nusa Tenggara Barat (NTB)","Kab. Bima ","Langgudu","AMI21106",NULL,"LOP21106",NULL,NULL,"1"
"106","Nusa Tenggara Barat (NTB)","Kab. Bima ","Madapangga","AMI21107",NULL,"LOP21107",NULL,NULL,"1"
"107","Nusa Tenggara Barat (NTB)","Kab. Bima ","Monta","AMI21108",NULL,"LOP21108",NULL,NULL,"1"
"108","Nusa Tenggara Barat (NTB)","Kab. Bima ","Sanggar","AMI21109",NULL,"LOP21109",NULL,NULL,"1"
"109","Nusa Tenggara Barat (NTB)","Kab. Bima ","Sape","AMI21110",NULL,"LOP21110",NULL,NULL,"1"
"110","Nusa Tenggara Barat (NTB)","Kab. Bima ","Tambora","AMI21111",NULL,"LOP21111",NULL,NULL,"1"
"111","Nusa Tenggara Barat (NTB)","Kab. Bima ","Wawo","AMI21112",NULL,"LOP21112",NULL,NULL,"1"
"112","Nusa Tenggara Barat (NTB)","Kab. Bima ","Wera","AMI21113",NULL,"LOP21113",NULL,NULL,"1"
"113","Nusa Tenggara Barat (NTB)","Kab. Bima ","Soromandi","AMI21113",NULL,"LOP21114",NULL,NULL,"1"
"114","Nusa Tenggara Barat (NTB)","Kab. Bima ","Parado","AMI21113",NULL,"LOP21115",NULL,NULL,"1"
"115","Nusa Tenggara Barat (NTB)","Kab. Bima ","Palibelo","AMI21113",NULL,"LOP21116",NULL,NULL,"1"
"116","Nusa Tenggara Barat (NTB)","Kab. Bima ","Lambitu","AMI21113",NULL,"LOP21117",NULL,NULL,"1"
"117","Maluku","Kota Ambon ","Nusaniwe (Nusanive)","AMQ10005",NULL,"AMQ10005",NULL,NULL,"1"
"118","Maluku","Kota Ambon ","Sirimau","AMQ10006",NULL,"AMQ10006",NULL,NULL,"1"
"119","Maluku","Kota Ambon ","Baguala","AMQ10007",NULL,"AMQ10007",NULL,NULL,"1"
"120","Maluku","Kota Ambon ","Teluk Ambon","AMQ10008",NULL,"AMQ10008",NULL,NULL,"1"
"121","Maluku","Kota Ambon ","Leitimur Selatan","AMQ10009",NULL,"AMQ10009",NULL,NULL,"1"
"122","Maluku","Kab. Maluku Tengah ","Kota Masohi","AMQ20100",NULL,"AMQ20100",NULL,NULL,"1"
"123","Maluku","Kab. Maluku Tengah ","Banda","AMQ20101",NULL,"AMQ20101",NULL,NULL,"1"
"124","Maluku","Kab. Maluku Tengah ","Leihitu","AMQ20107",NULL,"AMQ20107",NULL,NULL,"1"
"125","Maluku","Kab. Maluku Tengah ","Pulau Haruku","AMQ20108",NULL,"AMQ20108",NULL,NULL,"1"
"126","Maluku","Kab. Maluku Tengah ","Salahutu","AMQ20110",NULL,"AMQ20110",NULL,NULL,"1"
"127","Maluku","Kab. Maluku Tengah ","Seram Utara","AMQ20113",NULL,"AMQ20113",NULL,NULL,"1"
"128","Maluku","Kab. Maluku Tengah ","Tehoru","AMQ20115",NULL,"AMQ20115",NULL,NULL,"1"
"129","Maluku","Kab. Maluku Tengah ","Teon Nila Serua","AMQ20116",NULL,"AMQ20116",NULL,NULL,"1"
"130","Maluku","Kab. Maluku Tengah ","Amahai","AMQ20118",NULL,"AMQ20118",NULL,NULL,"1"
"131","Maluku","Kab. Maluku Tengah ","Nusa Laut","AMQ20119",NULL,"AMQ20119",NULL,NULL,"1"
"132","Maluku","Kab. Maluku Tengah ","Saparua","AMQ20121",NULL,"AMQ20121",NULL,NULL,"1"
"133","Maluku","Kab. Maluku Tengah ","Teluk Elpaputih","AMQ20110",NULL,"AMQ20821",NULL,NULL,"1"
"134","Maluku","Kab. Maluku Tengah ","Seram Utara Barat","AMQ20121",NULL,"AMQ20824",NULL,NULL,"1"
"135","Maluku","Kab. Maluku Tengah ","Leihitu Barat","AMQ20121",NULL,"AMQ20826",NULL,NULL,"1"
"136","Maluku","Kab. Maluku Tengah ","Saparua Timur","AMQ20121",NULL,"AMQ20825",NULL,NULL,"1"
"137","Maluku","Kab. Maluku Tengah ","Seram Utara Timur Kobi","AMQ20121",NULL,"AMQ20823",NULL,NULL,"1"
"138","Maluku","Kab. Maluku Tengah ","Seram Utara Timur Seti","AMQ20121",NULL,"AMQ20822",NULL,NULL,"1"
"139","Maluku","Kab. Maluku Tengah ","Telutih","AMQ20121",NULL,"AMQ20820",NULL,NULL,"1"
"140","Maluku","Kab. Maluku Tenggara ","Kei Besar","AMQ20201",NULL,"AMQ20201",NULL,NULL,"1"
"141","Maluku","Kab. Maluku Tenggara ","Kei Besar Selatan","AMQ20208",NULL,"AMQ20208",NULL,NULL,"1"
"142","Maluku","Kab. Maluku Tenggara ","Kei Besar Utara Timur","AMQ20209",NULL,"AMQ20209",NULL,NULL,"1"
"143","Maluku","Kab. Maluku Tenggara ","Kei Kecil","AMQ20210",NULL,"AMQ20210",NULL,NULL,"1"
"144","Maluku","Kota Tual ","Pulau-Pulau Kur","AMQ20211",NULL,"AMQ20211",NULL,NULL,"1"
"145","Maluku","Kab. Maluku Tenggara ","Kei Kecil Timur","AMQ20211",NULL,"AMQ20215",NULL,NULL,"1"
"146","Maluku","Kab. Maluku Tenggara ","Kei Kecil Barat","AMQ20211",NULL,"AMQ20216",NULL,NULL,"1"
"147","Maluku","Kab. Maluku Tenggara ","Hoat Sorbay","AMQ20211",NULL,"AMQ20219",NULL,NULL,"1"
"148","Maluku","Kab. Maluku Tenggara ","Kei Besar Selatan Barat","AMQ20211",NULL,"AMQ20218",NULL,NULL,"1"
"149","Maluku","Kab. Maluku Tenggara ","Kei Besar Utara Barat","AMQ20211",NULL,"AMQ20217",NULL,NULL,"1"
"150","Maluku","Kab. Maluku Tenggara ","Kei Kecil Timur Selatan","AMQ20211",NULL,"AMQ20214",NULL,NULL,"1"
"151","Maluku","Kab. Maluku Tenggara ","Manyeuw","AMQ20211",NULL,"AMQ20213",NULL,NULL,"1"
"152","Maluku","Kota Tual ","Kur Selatan","AMQ20211",NULL,"AMQ20254",NULL,NULL,"1"
"153","Maluku","Kota Tual ","Pulau Dullah Utara","AMQ20211",NULL,"AMQ20252",NULL,NULL,"1"
"154","Maluku","Kab. Buru ","Namlea","AMQ20300",NULL,"AMQ20300",NULL,NULL,"1"
"155","Maluku","Kab. Buru ","Airbuaya","AMQ20301",NULL,"AMQ20301",NULL,NULL,"1"
"156","Maluku","Kab. Buru Selatan ","Leksula","AMQ20302",NULL,"AMQ20302",NULL,NULL,"1"
"157","Maluku","Kab. Buru Selatan ","Waesama","AMQ20303",NULL,"AMQ20303",NULL,NULL,"1"
"158","Maluku","Kab. Buru ","Waeapo","AMQ20304",NULL,"AMQ20304",NULL,NULL,"1"
"159","Maluku","Kab. Buru ","Waplau","AMQ20304",NULL,"AMQ20305",NULL,NULL,"1"
"160","Maluku","Kab. Buru ","Batabual","AMQ20304",NULL,"AMQ20311",NULL,NULL,"1"
"161","Maluku","Kab. Buru Selatan ","Namrole","AMQ20304",NULL,"AMQ20313",NULL,NULL,"1"
"162","Maluku","Kab. Buru Selatan ","Kepala Madan","AMQ20304",NULL,"AMQ20314",NULL,NULL,"1"
"163","Maluku","Kab. Buru Selatan ","Ambalau","AMQ20304",NULL,"AMQ20316",NULL,NULL,"1"
"164","Maluku","Kab. Buru Selatan ","Fena Fafan","AMQ20304",NULL,"AMQ20315",NULL,NULL,"1"
"165","Maluku","Kab. Buru ","Waelata","AMQ20304",NULL,"AMQ20306",NULL,NULL,"1"
"166","Maluku","Kab. Buru ","Fena Leisela","AMQ20304",NULL,"AMQ20310",NULL,NULL,"1"
"167","Maluku","Kab. Buru ","Lilialy","AMQ20304",NULL,"AMQ20309",NULL,NULL,"1"
"168","Maluku","Kab. Buru ","Lolong Guba","AMQ20304",NULL,"AMQ20308",NULL,NULL,"1"
"169","Maluku","Kab. Buru ","Teluk Kaiely","AMQ20304",NULL,"AMQ20307",NULL,NULL,"1"
"170","Maluku","Kab. Kepulauan Aru ","Pulau-Pulau Aru","AMQ20401",NULL,"AMQ20401",NULL,NULL,"1"
"171","Maluku","Kab. Kepulauan Aru ","Aru Selatan","AMQ20402",NULL,"AMQ20402",NULL,NULL,"1"
"172","Maluku","Kab. Kepulauan Aru ","Aru Tengah","AMQ20403",NULL,"AMQ20403",NULL,NULL,"1"
"173","Maluku","Kab. Kepulauan Aru ","Aru Utara","AMQ20403",NULL,"AMQ20406",NULL,NULL,"1"
"174","Maluku","Kab. Kepulauan Aru ","Aru Tengah Timur","AMQ20403",NULL,"AMQ20407",NULL,NULL,"1"
"175","Maluku","Kab. Kepulauan Aru ","Aru Tengah Selatan","AMQ20403",NULL,"AMQ20408",NULL,NULL,"1"
"176","Maluku","Kab. Kepulauan Aru ","Aru Selatan Timur","AMQ20403",NULL,"AMQ20410",NULL,NULL,"1"
"177","Maluku","Kab. Kepulauan Aru ","Aru Selatan Utara","AMQ20403",NULL,"AMQ20409",NULL,NULL,"1"
"178","Maluku","Kab. Kepulauan Aru ","Aru Utara Timur Batuley","AMQ20403",NULL,"AMQ20405",NULL,NULL,"1"
"179","Maluku","Kab. Kepulauan Aru ","Sir-Sir","AMQ20403",NULL,"AMQ20404",NULL,NULL,"1"
"180","Maluku","Kab. Seram Bagian Barat ","Kairatu","AMQ20601",NULL,"AMQ20601",NULL,NULL,"1"
"181","Maluku","Kab. Seram Bagian Barat ","Seram Barat","AMQ20602",NULL,"AMQ20602",NULL,NULL,"1"
"182","Maluku","Kab. Seram Bagian Barat ","Taniwel","AMQ20603",NULL,"AMQ20603",NULL,NULL,"1"
"183","Maluku","Kab. Seram Bagian Barat ","Huamual Belakang","AMQ20604",NULL,"AMQ20609",NULL,NULL,"1"
"184","Maluku","Kab. Seram Bagian Barat ","Amalatu","AMQ20604",NULL,"AMQ20612",NULL,NULL,"1"
"185","Maluku","Kab. Seram Bagian Barat ","Elpaputih","AMQ20604",NULL,"AMQ20611",NULL,NULL,"1"
"186","Maluku","Kab. Seram Bagian Barat ","Huamual","AMQ20604",NULL,"AMQ20610",NULL,NULL,"1"
"187","Maluku","Kab. Seram Bagian Barat ","Inamosol","AMQ20604",NULL,"AMQ20608",NULL,NULL,"1"
"188","Maluku","Kab. Seram Bagian Barat ","Kairatu Barat","AMQ20604",NULL,"AMQ20607",NULL,NULL,"1"
"189","Maluku","Kab. Seram Bagian Barat ","Kepulauan Manipa","AMQ20604",NULL,"AMQ20606",NULL,NULL,"1"
"190","Maluku","Kab. Seram Bagian Barat ","Taniwel Timur","AMQ20604",NULL,"AMQ20605",NULL,NULL,"1"
"191","Maluku","Kab. Seram Bagian Timur ","Bula","AMQ20701",NULL,"AMQ20701",NULL,NULL,"1"
"192","Maluku","Kab. Seram Bagian Timur ","Pulau Gorom","AMQ20702",NULL,"AMQ20712",NULL,NULL,"1"
"193","Maluku","Kab. Seram Bagian Timur ","Seram Timur","AMQ20703",NULL,"AMQ20703",NULL,NULL,"1"
"194","Maluku","Kab. Seram Bagian Timur ","Werinama","AMQ20704",NULL,"AMQ20704",NULL,NULL,"1"
"195","Maluku","Kab. Seram Bagian Timur ","Tutuk Tolu","AMQ20704",NULL,"AMQ20706",NULL,NULL,"1"
"196","Maluku","Kab. Seram Bagian Timur ","Bula Barat","AMQ20704",NULL,"AMQ20716",NULL,NULL,"1"
"197","Maluku","Kab. Seram Bagian Timur ","Gorom Timur","AMQ20704",NULL,"AMQ20715",NULL,NULL,"1"
"198","Maluku","Kab. Seram Bagian Timur ","Kian Darat","AMQ20704",NULL,"AMQ20714",NULL,NULL,"1"
"199","Maluku","Kab. Seram Bagian Timur ","Kilmury","AMQ20704",NULL,"AMQ20713",NULL,NULL,"1"
"200","Maluku","Kab. Seram Bagian Timur ","Pulau Panjang","AMQ20704",NULL,"AMQ20711",NULL,NULL,"1"
"201","Maluku","Kab. Seram Bagian Timur ","Siritaun Wida Timur","AMQ20704",NULL,"AMQ20710",NULL,NULL,"1"
"202","Maluku","Kab. Seram Bagian Timur ","Siwalalat","AMQ20704",NULL,"AMQ20709",NULL,NULL,"1"
"203","Maluku","Kab. Seram Bagian Timur ","Teluk Waru","AMQ20704",NULL,"AMQ20708",NULL,NULL,"1"
"204","Maluku","Kab. Seram Bagian Timur ","Teor","AMQ20704",NULL,"AMQ20707",NULL,NULL,"1"
"205","Maluku","Kab. Seram Bagian Timur ","Wakate","AMQ20704",NULL,"AMQ20705",NULL,NULL,"1"
"206","Maluku","Kab. Maluku Barat Daya ","Damer","AMQ20801",NULL,"AMQ20801",NULL,NULL,"1"
"207","Maluku","Kab. Maluku Tenggara Barat ","Kormomolin","AMQ20802",NULL,"AMQ20802",NULL,NULL,"1"
"208","Maluku","Kab. Maluku Tenggara Barat ","Nirunmas","AMQ20805",NULL,"AMQ20805",NULL,NULL,"1"
"209","Maluku","Kab. Maluku Barat Daya ","Pulau Pulau Babar","AMQ20806",NULL,"AMQ20839",NULL,NULL,"1"
"210","Maluku","Kab. Maluku Barat Daya ","Pulau-Pulau Babar Timur","AMQ20807",NULL,"AMQ20807",NULL,NULL,"1"
"211","Maluku","Kab. Maluku Barat Daya ","Pulau Letti (Leti Moa Lakor)","AMQ20808",NULL,"AMQ20808",NULL,NULL,"1"
"212","Maluku","Kab. Maluku Barat Daya ","Pulau Pulau Terselatan","AMQ20809",NULL,"AMQ20809",NULL,NULL,"1"
"213","Maluku","Kab. Maluku Barat Daya ","Wetar","AMQ20810",NULL,"AMQ20810",NULL,NULL,"1"
