"id","state","city","subdistrict","jne_code","sicepat_origin_code","sicepat_destination_code","anteraja_code","jet_code","is_active"
"1362","Jawa Barat","Kab. Cirebon","Gempol","CBN20414","CBN","CBN20414",NULL,NULL,"1"
"1363","Jawa Barat","Kab. Cirebon","Kaliwedi","CBN20415","CBN","CBN20415",NULL,NULL,"1"
"1364","Jawa Barat","Kab. Cirebon","Kapetakan","CBN20416","CBN","CBN20416",NULL,NULL,"1"
"1365","Jawa Barat","Kab. Cirebon","Karangsembung","CBN20417","CBN","CBN20417",NULL,NULL,"1"
"1366","Jawa Barat","Kab. Cirebon","Karangwareng","CBN20418","CBN","CBN20418",NULL,NULL,"1"
"1367","Jawa Barat","Kab. Cirebon","Kedawung","CBN20419","CBN","CBN20419","32.09.20",NULL,"1"
"1368","Jawa Barat","Kab. Cirebon","Klangenan","CBN20420","CBN","CBN20420",NULL,NULL,"1"
"1369","Jawa Barat","Kab. Cirebon","Lemahabang","CBN20421","CBN","CBN20421",NULL,NULL,"1"
"1370","Jawa Barat","Kab. Cirebon","Losari","CBN20422","CBN","CBN20422",NULL,NULL,"1"
"1371","Jawa Barat","Kab. Cirebon","Mundu","CBN20423","CBN","CBN20423",NULL,NULL,"1"
"1372","Jawa Barat","Kab. Cirebon","Pabedilan","CBN20424","CBN","CBN20424",NULL,NULL,"1"
"1373","Jawa Barat","Kab. Cirebon","Susukan","CBN20425","CBN","CBN20425",NULL,NULL,"1"
"1374","Jawa Barat","Kab. Cirebon","Pabuaran","CBN20426","CBN","CBN20426",NULL,NULL,"1"
"1375","Jawa Barat","Kab. Cirebon","Susukan Lebak","CBN20427","CBN","CBN20427",NULL,NULL,"1"
"1376","Jawa Barat","Kab. Cirebon","Palimanan","CBN20428","CBN","CBN20428",NULL,NULL,"1"
"1377","Jawa Barat","Kab. Cirebon","Waled","CBN20429","CBN","CBN20429",NULL,NULL,"1"
"1378","Jawa Barat","Kab. Cirebon","Pangenan","CBN20430","CBN","CBN20430",NULL,NULL,"1"
"1379","Jawa Barat","Kab. Cirebon","Weru","CBN20431","CBN","CBN20431",NULL,NULL,"1"
"1380","Jawa Barat","Kab. Cirebon","Panguragan","CBN20432","CBN","CBN20432",NULL,NULL,"1"
"1381","Jawa Barat","Kab. Cirebon","Pasaleman","CBN20433","CBN","CBN20433",NULL,NULL,"1"
"1382","Jawa Barat","Kab. Cirebon","Plered","CBN20434","CBN","CBN20434",NULL,NULL,"1"
"1383","Jawa Barat","Kab. Cirebon","Plumbon","CBN20435","CBN","CBN20435",NULL,NULL,"1"
"1384","Jawa Barat","Kab. Cirebon","Tengah Tani","CBN20436","CBN","CBN20436",NULL,NULL,"1"
"1385","Jawa Barat","Kab. Cirebon","Sedong","CBN20438","CBN","CBN20438",NULL,NULL,"1"
"1386","Jawa Barat","Kab. Cirebon","Greged (Greget)","CBN20438","CBN","CBN20441",NULL,NULL,"1"
"1387","Jawa Barat","Kab. Cirebon","Jamblang","CBN20438","CBN","CBN20439",NULL,NULL,"1"
"1388","Jawa Barat","Kab. Cirebon","Suranenggala","CBN20435","CBN","CBN20440",NULL,NULL,"1"
"1389","DKI Jakarta","Kota Jakarta Barat","Grogol Petamburan","CGK10101","CGK","CGK10101","31.73.02",NULL,"1"
"1390","DKI Jakarta","Kota Jakarta Barat","Kalideres","CGK10102","CGK","CGK10102","31.73.06",NULL,"1"
"1391","DKI Jakarta","Kota Jakarta Barat","Kebon Jeruk","CGK10103","CGK","CGK10103","31.73.05",NULL,"1"
"1392","DKI Jakarta","Kota Jakarta Barat","Kembangan","CGK10104","CGK","CGK10104","31.73.08",NULL,"1"
"1393","DKI Jakarta","Kota Jakarta Barat","Palmerah","CGK10105","CGK","CGK10105","31.73.07",NULL,"1"
"1394","DKI Jakarta","Kota Jakarta Barat","Taman Sari","CGK10106","CGK","CGK10106","31.73.03",NULL,"1"
"1395","DKI Jakarta","Kota Jakarta Barat","Tambora","CGK10107","CGK","CGK10107","31.73.04",NULL,"1"
"1396","DKI Jakarta","Kota Jakarta Barat","Cengkareng","CGK10108","CGK","CGK10108","31.73.01",NULL,"1"
"1397","DKI Jakarta","Kota Jakarta Selatan","Jagakarsa","CGK10201","CGK","CGK10201","31.74.09",NULL,"1"
"1398","DKI Jakarta","Kota Jakarta Selatan","Kebayoran Baru","CGK10202","CGK","CGK10202","31.74.07",NULL,"1"
"1399","DKI Jakarta","Kota Jakarta Selatan","Kebayoran Lama","CGK10203","CGK","CGK10203","31.74.05",NULL,"1"
"1400","DKI Jakarta","Kota Jakarta Selatan","Mampang Prapatan","CGK10204","CGK","CGK10204","31.74.03",NULL,"1"
"1401","DKI Jakarta","Kota Jakarta Selatan","Pancoran","CGK10205","CGK","CGK10205","31.74.08",NULL,"1"
"1402","DKI Jakarta","Kota Jakarta Selatan","Pasar Minggu","CGK10206","CGK","CGK10206","31.74.04",NULL,"1"
"1403","DKI Jakarta","Kota Jakarta Selatan","Pesanggrahan","CGK10207","CGK","CGK10207","31.74.10",NULL,"1"
"1404","DKI Jakarta","Kota Jakarta Selatan","Setia Budi","CGK10208","CGK","CGK10208","31.74.02",NULL,"1"
"1405","DKI Jakarta","Kota Jakarta Selatan","Tebet","CGK10209","CGK","CGK10209","31.74.01",NULL,"1"
"1406","DKI Jakarta","Kota Jakarta Selatan","Cilandak","CGK10211","CGK","CGK10211","31.74.06",NULL,"1"
"1407","DKI Jakarta","Kota Jakarta Pusat","Cempaka Putih","CGK10301","CGK","CGK10301","31.71.05",NULL,"1"
"1408","DKI Jakarta","Kota Jakarta Pusat","Gambir","CGK10302","CGK","CGK10302","31.71.01",NULL,"1"
"1409","DKI Jakarta","Kota Jakarta Pusat","Johar Baru","CGK10303","CGK","CGK10303","31.71.08",NULL,"1"
"1410","DKI Jakarta","Kota Jakarta Pusat","Kemayoran","CGK10304","CGK","CGK10304","31.71.03",NULL,"1"
"1411","DKI Jakarta","Kota Jakarta Pusat","Menteng","CGK10305","CGK","CGK10305","31.71.06",NULL,"1"
"1412","DKI Jakarta","Kota Jakarta Pusat","Sawah Besar","CGK10306","CGK","CGK10306","31.71.02",NULL,"1"
"1413","DKI Jakarta","Kota Jakarta Pusat","Senen","CGK10307","CGK","CGK10307","31.71.04",NULL,"1"
"1414","DKI Jakarta","Kota Jakarta Pusat","Tanah Abang","CGK10308","CGK","CGK10308","31.71.07",NULL,"1"
"1415","DKI Jakarta","Kota Jakarta Utara","Kelapa Gading","CGK10401","CGK","CGK10401","31.72.06",NULL,"1"
"1416","DKI Jakarta","Kota Jakarta Utara","Koja","CGK10402","CGK","CGK10402","31.72.03",NULL,"1"
"1417","DKI Jakarta","Kota Jakarta Utara","Pademangan","CGK10403","CGK","CGK10403","31.72.05",NULL,"1"
"1418","DKI Jakarta","Kota Jakarta Utara","Penjaringan","CGK10404","CGK","CGK10404","31.72.01",NULL,"1"
"1419","DKI Jakarta","Kota Jakarta Utara","Tanjung Priok","CGK10405","CGK","CGK10405","31.72.02",NULL,"1"
"1420","DKI Jakarta","Kota Jakarta Utara","Cilincing","CGK10406","CGK","CGK10406","31.72.04",NULL,"1"
"1421","DKI Jakarta","Kota Jakarta Timur","Cakung","CGK10501","CGK","CGK10501","31.75.06",NULL,"1"
"1422","DKI Jakarta","Kota Jakarta Timur","Cipayung","CGK10502","CGK","CGK10502","31.75.10",NULL,"1"
"1423","DKI Jakarta","Kota Jakarta Timur","Ciracas","CGK10503","CGK","CGK10503","31.75.09",NULL,"1"
"1424","DKI Jakarta","Kota Jakarta Timur","Duren Sawit","CGK10504","CGK","CGK10504","31.75.07",NULL,"1"
"1425","DKI Jakarta","Kota Jakarta Timur","Jatinegara","CGK10505","CGK","CGK10505","31.75.03",NULL,"1"
"1426","DKI Jakarta","Kota Jakarta Timur","Kramat Jati","CGK10506","CGK","CGK10506","31.75.04",NULL,"1"
"1427","DKI Jakarta","Kota Jakarta Timur","Makasar","CGK10507","CGK","CGK10507","31.75.08",NULL,"1"
"1428","DKI Jakarta","Kota Jakarta Timur","Matraman","CGK10508","CGK","CGK10508","31.75.01",NULL,"1"
"1429","DKI Jakarta","Kota Jakarta Timur","Pasar Rebo","CGK10509","CGK","CGK10509","31.75.05",NULL,"1"
"1430","DKI Jakarta","Kota Jakarta Timur","Pulo Gadung","CGK10510","CGK","CGK10510","31.75.02",NULL,"1"
"1431","DKI Jakarta","Kab. Kepulauan Seribu","Kepulauan Seribu Selatan","CGK10601",NULL,"CGK10601",NULL,NULL,"1"
"1432","DKI Jakarta","Kab. Kepulauan Seribu","Kepulauan Seribu Utara","CGK10602",NULL,"CGK10602",NULL,NULL,"1"
"1433","Banten","Kota Cilegon","Cilegon","CLG10000","CLG","CLG10000","36.72.02",NULL,"1"
"1434","Banten","Kota Cilegon","Pulomerak","CLG10004","CLG","CLG10044","36.72.03",NULL,"1"
"1435","Banten","Kota Cilegon","Cibeber","CLG10037","CLG","CLG10037","36.72.01",NULL,"1"
"1436","Banten","Kota Cilegon","Citangkil","CLG10039","CLG","CLG10039","36.72.08",NULL,"1"
"1437","Banten","Kota Cilegon","Ciwandan","CLG10040","CLG","CLG10040","36.72.04",NULL,"1"
"1438","Banten","Kota Cilegon","Gerogol","CLG10041","CLG","CLG10041","36.72.06",NULL,"1"
"1439","Banten","Kota Cilegon","Jombang","CLG10042","CLG","CLG10042","36.72.05",NULL,"1"
"1440","Banten","Kota Cilegon","Purwakarta","CLG10043","CLG","CLG10043","36.72.07",NULL,"1"
"1441","Banten","Kab. Pandeglang","Pandeglang","CLG20100",NULL,"CLG20100",NULL,NULL,"1"
"1442","Banten","Kab. Pandeglang","Banjar","CLG20101",NULL,"CLG20101",NULL,NULL,"1"
"1443","Banten","Kab. Pandeglang","Bojong","CLG20103",NULL,"CLG20103",NULL,NULL,"1"
"1444","Banten","Kab. Pandeglang","Cibaliung","CLG20106",NULL,"CLG20106",NULL,NULL,"1"
"1445","Banten","Kab. Pandeglang","Cikeusik","CLG20108",NULL,"CLG20108",NULL,NULL,"1"
"1446","Banten","Kab. Pandeglang","Cimanggu","CLG20109",NULL,"CLG20109",NULL,NULL,"1"
"1447","Banten","Kab. Pandeglang","Cimanuk","CLG20110",NULL,"CLG20110",NULL,NULL,"1"
"1448","Banten","Kab. Pandeglang","Jiput","CLG20112",NULL,"CLG20112",NULL,NULL,"1"
"1449","Banten","Kab. Pandeglang","Labuan","CLG20113",NULL,"CLG20113",NULL,NULL,"1"
"1450","Banten","Kab. Pandeglang","Mandalawangi","CLG20114",NULL,"CLG20114",NULL,NULL,"1"
"1451","Banten","Kab. Pandeglang","Menes","CLG20115",NULL,"CLG20115",NULL,NULL,"1"
"1452","Banten","Kab. Pandeglang","Munjul","CLG20116",NULL,"CLG20116",NULL,NULL,"1"
"1453","Banten","Kab. Pandeglang","Pagelaran","CLG20118",NULL,"CLG20118",NULL,NULL,"1"
"1454","Banten","Kab. Pandeglang","Saketi","CLG20120",NULL,"CLG20120",NULL,NULL,"1"
"1455","Banten","Kab. Pandeglang","Sumur","CLG20121",NULL,"CLG20121",NULL,NULL,"1"
"1456","Banten","Kab. Pandeglang","Angsana","CLG20122",NULL,"CLG20122",NULL,NULL,"1"
"1457","Banten","Kab. Pandeglang","Carita","CLG20123",NULL,"CLG20123",NULL,NULL,"1"
"1458","Banten","Kab. Pandeglang","Cibitung","CLG20124",NULL,"CLG20124",NULL,NULL,"1"
"1459","Banten","Kab. Pandeglang","Cigeulis","CLG20125",NULL,"CLG20125",NULL,NULL,"1"
"1460","Banten","Kab. Pandeglang","Cikeudal (Cikedal)","CLG20126",NULL,"CLG20126",NULL,NULL,"1"
"1461","Banten","Kab. Pandeglang","Cipeucang","CLG20128",NULL,"CLG20128",NULL,NULL,"1"
"1462","Banten","Kab. Pandeglang","Cisata","CLG20129",NULL,"CLG20129",NULL,NULL,"1"
"1463","Banten","Kab. Pandeglang","Kaduhejo","CLG20130",NULL,"CLG20130",NULL,NULL,"1"
"1464","Banten","Kab. Pandeglang","Panimbang","CLG20133",NULL,"CLG20133",NULL,NULL,"1"
"1465","Banten","Kab. Pandeglang","Patia","CLG20134",NULL,"CLG20134",NULL,NULL,"1"
"1466","Banten","Kab. Pandeglang","Picung","CLG20135",NULL,"CLG20135",NULL,NULL,"1"
"1467","Banten","Kab. Pandeglang","Sukaresmi","CLG20136",NULL,"CLG20136",NULL,NULL,"1"
"1468","Banten","Kab. Pandeglang","Koroncong","CLG20136",NULL,"CLG20139",NULL,NULL,"1"
"1469","Banten","Kab. Pandeglang","Mekarjaya","CLG20136",NULL,"CLG20143",NULL,NULL,"1"
"1470","Banten","Kab. Pandeglang","Pulosari","CLG20136",NULL,"CLG20142",NULL,NULL,"1"
"1471","Banten","Kab. Pandeglang","Sindangresmi","CLG20136",NULL,"CLG20141",NULL,NULL,"1"
"1472","Banten","Kab. Pandeglang","Sobang","CLG20136",NULL,"CLG20148",NULL,NULL,"1"
"1473","Banten","Kab. Pandeglang","Cadasari","CLG20136",NULL,"CLG20105",NULL,NULL,"1"
"1474","Banten","Kab. Pandeglang","Karang Tanjung","CLG20136",NULL,"CLG20131",NULL,NULL,"1"
"1475","Banten","Kab. Pandeglang","Majasari","CLG20136",NULL,"CLG20138",NULL,NULL,"1"
"1476","Banten","Kab. Lebak","Rangkasbitung","CLG20200",NULL,"CLG20200",NULL,NULL,"1"
"1477","Banten","Kab. Lebak","Banjarsari","CLG20201",NULL,"CLG20201",NULL,NULL,"1"
"1478","Banten","Kab. Lebak","Bayah","CLG20202",NULL,"CLG20202",NULL,NULL,"1"
"1479","Banten","Kab. Lebak","Bojongmanik","CLG20203",NULL,"CLG20203",NULL,NULL,"1"
"1480","Banten","Kab. Lebak","Cibadak","CLG20204",NULL,"CLG20204",NULL,NULL,"1"
"1481","Banten","Kab. Lebak","Cibeber","CLG20204",NULL,"CLG20205",NULL,NULL,"1"
"1482","Banten","Kab. Lebak","Cijaku","CLG20206",NULL,"CLG20206",NULL,NULL,"1"
"1483","Banten","Kab. Lebak","Cikulur","CLG20207",NULL,"CLG20207",NULL,NULL,"1"
"1484","Banten","Kab. Lebak","Cileles","CLG20208",NULL,"CLG20208",NULL,NULL,"1"
"1485","Banten","Kab. Lebak","Cimarga","CLG20209",NULL,"CLG20209",NULL,NULL,"1"
"1486","Banten","Kab. Lebak","Cipanas","CLG20210",NULL,"CLG20210",NULL,NULL,"1"
"1487","Banten","Kab. Lebak","Gunung Kencana","CLG20211",NULL,"CLG20211",NULL,NULL,"1"
"1488","Banten","Kab. Lebak","Leuwidamar","CLG20212",NULL,"CLG20212",NULL,NULL,"1"
"1489","Banten","Kab. Lebak","Maja","CLG20213",NULL,"CLG20213",NULL,NULL,"1"
"1490","Banten","Kab. Lebak","Malingping","CLG20214",NULL,"CLG20214",NULL,NULL,"1"
"1491","Banten","Kab. Lebak","Muncang","CLG20215",NULL,"CLG20215",NULL,NULL,"1"
"1492","Banten","Kab. Lebak","Panggarangan","CLG20216",NULL,"CLG20216",NULL,NULL,"1"
"1493","Banten","Kab. Lebak","Sajira","CLG20217",NULL,"CLG20217",NULL,NULL,"1"
"1494","Banten","Kab. Lebak","Wanasalam","CLG20218",NULL,"CLG20218",NULL,NULL,"1"
"1495","Banten","Kab. Lebak","Warunggunung","CLG20219",NULL,"CLG20219",NULL,NULL,"1"
"1496","Banten","Kab. Lebak","Curugbitung","CLG20221",NULL,"CLG20221",NULL,NULL,"1"
"1497","Banten","Kab. Lebak","Sobang","CLG20223",NULL,"CLG20223",NULL,NULL,"1"
"1498","Banten","Kab. Lebak","Cigemblong","CLG20221",NULL,"CLG20229",NULL,NULL,"1"
"1499","Banten","Kab. Lebak","Cihara","CLG20221",NULL,"CLG20227",NULL,NULL,"1"
"1500","Banten","Kab. Lebak","Cilograng","CLG20221",NULL,"CLG20225",NULL,NULL,"1"
"1501","Banten","Kab. Lebak","Cirinten","CLG20221",NULL,"CLG20228",NULL,NULL,"1"
"1502","Banten","Kab. Lebak","Kalanganyar","CLG20221",NULL,"CLG20224",NULL,NULL,"1"
"1503","Banten","Kab. Lebak","Lebakgedong","CLG20221",NULL,"CLG20226",NULL,NULL,"1"
"1504","Banten","Kota Serang","Serang","CLG20300",NULL,"CLG20300","36.73.01",NULL,"1"
"1505","Banten","Kota Serang","Curug","CLG20310",NULL,"CLG20310",NULL,NULL,"1"
"1506","Banten","Kota Serang","Kasemen","CLG20312",NULL,"CLG20312","36.73.02",NULL,"1"
"1507","Banten","Kota Serang","Taktakan","CLG20323",NULL,"CLG20323","36.73.06",NULL,"1"
"1508","Banten","Kota Serang","Walantaka","CLG20327",NULL,"CLG20327",NULL,NULL,"1"
"1509","Banten","Kota Serang","Cipocok Jaya","CLG20328",NULL,"CLG20328","36.73.05",NULL,"1"
"1510","Banten","Kab. Serang","Baros","CLG20500",NULL,"CLG20500",NULL,NULL,"1"
"1511","Banten","Kab. Serang","Anyar","CLG20501",NULL,"CLG20501",NULL,NULL,"1"
"1512","Banten","Kab. Serang","Binuang","CLG20502",NULL,"CLG20502",NULL,NULL,"1"
"1513","Banten","Kab. Serang","Bojonegara","CLG20503",NULL,"CLG20503",NULL,NULL,"1"
"1514","Banten","Kab. Serang","Carenang (Cerenang)","CLG20504",NULL,"CLG20504",NULL,NULL,"1"
"1515","Banten","Kab. Serang","Cikande","CLG20505",NULL,"CLG20505",NULL,NULL,"1"
"1516","Banten","Kab. Serang","Cikeusal","CLG20506",NULL,"CLG20506",NULL,NULL,"1"
"1517","Banten","Kab. Serang","Cinangka","CLG20507",NULL,"CLG20507",NULL,NULL,"1"
"1518","Banten","Kab. Serang","Ciomas","CLG20508",NULL,"CLG20508",NULL,NULL,"1"
"1519","Banten","Kab. Serang","Ciruas","CLG20509",NULL,"CLG20509",NULL,NULL,"1"
"1520","Banten","Kab. Serang","Jawilan","CLG20510",NULL,"CLG20510",NULL,NULL,"1"
"1521","Banten","Kab. Serang","Kibin","CLG20511",NULL,"CLG20511",NULL,NULL,"1"
"1522","Banten","Kab. Serang","Kopo","CLG20512",NULL,"CLG20512",NULL,NULL,"1"
"1523","Banten","Kab. Serang","Kragilan","CLG20513",NULL,"CLG20513",NULL,NULL,"1"
"1524","Banten","Kab. Serang","Kramatwatu","CLG20514",NULL,"CLG20514",NULL,NULL,"1"
"1525","Banten","Kab. Serang","Mancak","CLG20515",NULL,"CLG20515",NULL,NULL,"1"
"1526","Banten","Kab. Serang","Pabuaran","CLG20516",NULL,"CLG20516",NULL,NULL,"1"
"1527","Banten","Kab. Serang","Padarincang","CLG20517",NULL,"CLG20517",NULL,NULL,"1"
"1528","Banten","Kab. Serang","Pamarayan","CLG20518",NULL,"CLG20518",NULL,NULL,"1"
"1529","Banten","Kab. Serang","Petir","CLG20519",NULL,"CLG20519",NULL,NULL,"1"
"1530","Banten","Kab. Serang","Pontang","CLG20520",NULL,"CLG20520",NULL,NULL,"1"
"1531","Banten","Kab. Serang","Pulo Ampel","CLG20521",NULL,"CLG20521",NULL,NULL,"1"
"1532","Banten","Kab. Serang","Tanara","CLG20522",NULL,"CLG20522",NULL,NULL,"1"
"1533","Banten","Kab. Serang","Tirtayasa","CLG20523",NULL,"CLG20523",NULL,NULL,"1"
"1534","Banten","Kab. Serang","Tunjung Teja","CLG20524",NULL,"CLG20524",NULL,NULL,"1"
"1535","Banten","Kab. Serang","Waringin Kurung","CLG20525",NULL,"CLG20525",NULL,NULL,"1"
"1536","Banten","Kab. Serang","Bandung","CLG20501",NULL,"CLG20527",NULL,NULL,"1"
"1537","Banten","Kab. Serang","Gunungsari","CLG20328",NULL,"CLG20528",NULL,NULL,"1"
"1538","Banten","Kab. Serang","Lebak Wangi","CLG20328",NULL,"CLG20526",NULL,NULL,"1"
"1539","Jawa Tengah","Kab. Cilacap","Adipala","CXP10001",NULL,"CXP10001",NULL,NULL,"1"
"1540","Jawa Tengah","Kab. Cilacap","Binangun","CXP10002",NULL,"CXP10002",NULL,NULL,"1"
"1541","Jawa Tengah","Kab. Cilacap","Cimanggu","CXP10003",NULL,"CXP10003",NULL,NULL,"1"
"1542","Jawa Tengah","Kab. Cilacap","Cipari","CXP10004",NULL,"CXP10004",NULL,NULL,"1"
"1543","Jawa Tengah","Kab. Cilacap","Dayeuhluhur","CXP10005",NULL,"CXP10005",NULL,NULL,"1"
"1544","Jawa Tengah","Kab. Cilacap","Gandrungmangu","CXP10006",NULL,"CXP10006",NULL,NULL,"1"
"1545","Jawa Tengah","Kab. Cilacap","Jeruklegi","CXP10007",NULL,"CXP10007",NULL,NULL,"1"
"1546","Jawa Tengah","Kab. Cilacap","Karangpucung","CXP10008",NULL,"CXP10008",NULL,NULL,"1"
"1547","Jawa Tengah","Kab. Cilacap","Kawunganten","CXP10009",NULL,"CXP10009",NULL,NULL,"1"
"1548","Jawa Tengah","Kab. Cilacap","Kedungreja","CXP10010",NULL,"CXP10010",NULL,NULL,"1"
"1549","Jawa Tengah","Kab. Cilacap","Kesugihan","CXP10011",NULL,"CXP10011",NULL,NULL,"1"
"1550","Jawa Tengah","Kab. Cilacap","Kroya","CXP10012",NULL,"CXP10012",NULL,NULL,"1"
"1551","Jawa Tengah","Kab. Cilacap","Majenang","CXP10013",NULL,"CXP10013",NULL,NULL,"1"
"1552","Jawa Tengah","Kab. Cilacap","Maos","CXP10014",NULL,"CXP10014",NULL,NULL,"1"
"1553","Jawa Tengah","Kab. Cilacap","Nusawungu","CXP10015",NULL,"CXP10015",NULL,NULL,"1"
"1554","Jawa Tengah","Kab. Cilacap","Sampang","CXP10016",NULL,"CXP10016",NULL,NULL,"1"
"1555","Jawa Tengah","Kab. Cilacap","Sidareja","CXP10017",NULL,"CXP10017",NULL,NULL,"1"
"1556","Jawa Tengah","Kab. Cilacap","Wanareja","CXP10018",NULL,"CXP10018",NULL,NULL,"1"
"1557","Jawa Tengah","Kab. Cilacap","Cilacap Selatan","CXP10019",NULL,"CXP10019",NULL,NULL,"1"
"1558","Jawa Tengah","Kab. Cilacap","Cilacap Tengah","CXP10020",NULL,"CXP10020",NULL,NULL,"1"
"1559","Jawa Tengah","Kab. Cilacap","Cilacap Utara","CXP10021",NULL,"CXP10021",NULL,NULL,"1"
"1560","Jawa Tengah","Kab. Cilacap","Patimuan","CXP10022",NULL,"CXP10022",NULL,NULL,"1"
"1561","Jawa Tengah","Kab. Cilacap","Bantarsari","CXP10023",NULL,"CXP10023",NULL,NULL,"1"
"1562","Jawa Tengah","Kab. Cilacap","Kampung Laut","CXP10024",NULL,"CXP10024",NULL,NULL,"1"
"1563","Jambi","Kota Jambi","Danau Teluk","DJB10010",NULL,"DJB10010",NULL,NULL,"1"
"1564","Jambi","Kota Jambi","Paal Merah","DJB10011",NULL,"DJB10020","15.71.11",NULL,"1"
"1565","Jambi","Kota Jambi","Jambi Selatan","DJB10011",NULL,"DJB10011","15.71.02",NULL,"1"
"1566","Jambi","Kota Jambi","Jambi Timur","DJB10012",NULL,"DJB10012","15.71.03",NULL,"1"
"1567","Jambi","Kota Jambi","Paal Merah","DJB10012",NULL,NULL,NULL,NULL,"1"
"1568","Jambi","Kota Jambi","Jelutung","DJB10013",NULL,"DJB10013","15.71.08",NULL,"1"
"1569","Jambi","Kota Jambi","Alam Barajo","DJB10014",NULL,"DJB10018",NULL,NULL,"1"
"1570","Jambi","Kota Jambi","Kota Baru","DJB10014",NULL,"DJB10014",NULL,NULL,"1"
"1571","Jambi","Kota Jambi","Pasar Jambi","DJB10015",NULL,"DJB10015","15.71.04",NULL,"1"
"1572","Jambi","Kota Jambi","Pelayangan","DJB10016",NULL,"DJB10016",NULL,NULL,"1"
"1573","Jambi","Kota Jambi","Telanaipura","DJB10017",NULL,"DJB10017","15.71.01",NULL,"1"
"1574","Jambi","Kota Jambi","Danau Sipin","DJB10017",NULL,"DJB10019","15.71.10",NULL,"1"
"1575","Jambi","Kab. Tanjung Jabung Barat","Betara","DJB10101",NULL,"DJB10101",NULL,NULL,"1"
"1576","Jambi","Kab. Tanjung Jabung Barat","Merlung","DJB10104",NULL,"DJB10104",NULL,NULL,"1"
"1577","Jambi","Kab. Tanjung Jabung Barat","Pengabuan","DJB10107",NULL,"DJB10107",NULL,NULL,"1"
"1578","Jambi","Kab. Tanjung Jabung Barat","Tungkal Ulu","DJB10110",NULL,"DJB10110",NULL,NULL,"1"
"1579","Jambi","Kab. Tanjung Jabung Barat","Tungkal Ilir","DJB10112",NULL,"DJB10112",NULL,NULL,"1"
"1580","Jambi","Kab. Tanjung Jabung Barat","Batang Asam","DJB10112",NULL,"DJB10113",NULL,NULL,"1"
"1581","Jambi","Kab. Tanjung Jabung Barat","Bram Itam","DJB10112",NULL,"DJB10119",NULL,NULL,"1"
"1582","Jambi","Kab. Tanjung Jabung Barat","Kuala Betara","DJB10112",NULL,"DJB10117",NULL,NULL,"1"
"1583","Jambi","Kab. Tanjung Jabung Barat","Muara Papalik","DJB10112",NULL,"DJB10116",NULL,NULL,"1"
"1584","Jambi","Kab. Tanjung Jabung Barat","Renah Mendaluh","DJB10112",NULL,"DJB10118",NULL,NULL,"1"
"1585","Jambi","Kab. Tanjung Jabung Barat","Seberang Kota","DJB10112",NULL,"DJB10114",NULL,NULL,"1"
"1586","Jambi","Kab. Tanjung Jabung Barat","Senyerang","DJB10112",NULL,"DJB10120",NULL,NULL,"1"
"1587","Jambi","Kab. Tanjung Jabung Barat","Tebing Tinggi","DJB10112",NULL,"DJB10115",NULL,NULL,"1"
"1588","Jambi","Kab. Merangin","Bangko","DJB20100",NULL,"DJB20100",NULL,NULL,"1"
"1589","Jambi","Kab. Merangin","Jangkat","DJB20102",NULL,"DJB20102",NULL,NULL,"1"
"1590","Jambi","Kab. Merangin","Muara Siau","DJB20104",NULL,"DJB20104",NULL,NULL,"1"
"1591","Jambi","Kab. Merangin","Sungai Manau","DJB20107",NULL,"DJB20107",NULL,NULL,"1"
"1592","Jambi","Kab. Merangin","Tabir","DJB20108",NULL,"DJB20108",NULL,NULL,"1"
"1593","Jambi","Kab. Merangin","Pamenang","DJB20109",NULL,"DJB20109",NULL,NULL,"1"
"1594","Jambi","Kab. Merangin","Tabir Ulu","DJB20110",NULL,"DJB20110",NULL,NULL,"1"
"1595","Jambi","Kab. Merangin","Bangko Barat","DJB20110",NULL,"DJB20126",NULL,NULL,"1"
"1596","Jambi","Kab. Merangin","Batang Masumai","DJB20110",NULL,"DJB20125",NULL,NULL,"1"
"1597","Jambi","Kab. Merangin","Lembah Masurai","DJB20110",NULL,"DJB20124",NULL,NULL,"1"
"1598","Jambi","Kab. Merangin","Margo Tabir","DJB20110",NULL,"DJB20123",NULL,NULL,"1"
"1599","Jambi","Kab. Merangin","Nalo Tantan","DJB20110",NULL,"DJB20122",NULL,NULL,"1"
"1600","Jambi","Kab. Merangin","Pamenang Barat","DJB20110",NULL,"DJB20121",NULL,NULL,"1"
"1601","Jambi","Kab. Merangin","Pamenang Selatan","DJB20110",NULL,"DJB20120",NULL,NULL,"1"
"1602","Jambi","Kab. Merangin","Pangkalan Jambu","DJB20110",NULL,"DJB20119",NULL,NULL,"1"
"1603","Jambi","Kab. Merangin","Renah Pembarap","DJB20110",NULL,"DJB20118",NULL,NULL,"1"
"1604","Jambi","Kab. Merangin","Renah Pemenang","DJB20110",NULL,"DJB20117",NULL,NULL,"1"
"1605","Jambi","Kab. Merangin","Sungai Tenang","DJB20110",NULL,"DJB20128",NULL,NULL,"1"
"1606","Jambi","Kab. Merangin","Tabir Ilir","DJB20110",NULL,"DJB20115",NULL,NULL,"1"
"1607","Jambi","Kab. Merangin","Tabir Lintas","DJB20110",NULL,"DJB20114",NULL,NULL,"1"
"1608","Jambi","Kab. Merangin","Tabir Selatan","DJB20110",NULL,"DJB20113",NULL,NULL,"1"
